,Pk,Player,College,WS/48,draft_class,College_Games_Played,College_Games_Started,College_Field_Goals_Made_Per_Game,College_Field_Goals_Attempted_Per_Game,College_FG%,College_2PT_Field_Goals_Made_Per_Game,College_2PT_Field_Goals_Attempted_Per_Game,College_2PT_FG%,College_3PT_Field_Goals_Made_Per_Game,College_3PT_Field_Goals_Attempted_Per_Game,College_3PT_FG%,College_Free_Throws_Made_Per_Game,College_Free_Throws_Attempted_Per_Game,College_FT%,Total_Rebounds_pergame,Assists_pergame,Steals_pergame,Blocks_pergame,Turnovers_pergame,Fouls_pergame,Points_pergame,Team_strength_of_schedule
634,20,Delon Wright,Utah,0.13,2015.0,68,68.0,5.0,9.3,0.535,4.4,7.5,0.594,0.6,1.9,0.299,4.5,5.5,0.814,5.8,5.2,2.3,1.1,2.2,1.6,15.0,6.82
635,21,Justin Anderson,Virginia,0.072,2015.0,98,44.0,2.9,6.8,0.43,1.9,4.1,0.481,1.0,2.8,0.357,2.0,2.7,0.752,3.5,1.8,0.6,0.9,1.3,1.4,8.9,6.64
636,22,Bobby Portis,Arkansas,0.109,2015.0,70,70.0,5.9,11.2,0.526,5.5,10.3,0.54,0.3,0.9,0.365,2.9,3.9,0.737,7.9,1.3,1.1,1.5,1.4,2.0,15.0,6.18
637,23,Rondae Hollis-Jefferson,Arizona,0.091,2015.0,76,31.0,3.4,6.9,0.496,3.3,6.4,0.52,0.1,0.5,0.205,3.3,4.7,0.697,6.3,1.5,0.9,0.9,1.4,2.4,10.2,8.23
638,24,Tyus Jones,Duke,0.116,2015.0,39,39.0,3.5,8.3,0.417,2.3,5.1,0.44,1.2,3.2,0.379,3.7,4.2,0.889,3.5,5.6,1.5,0.1,1.9,1.2,11.8,9.87
639,25,Jarell Martin,LSU,0.053,2015.0,65,57.0,5.0,10.1,0.494,4.3,8.0,0.541,0.6,2.0,0.308,3.1,4.5,0.689,6.9,1.4,1.0,0.7,2.2,2.6,13.7,6.12
640,29,Chris McCullough,Syracuse,0.054,2015.0,16,16.0,3.4,7.1,0.478,3.3,7.0,0.473,0.1,0.1,1.0,2.5,4.4,0.563,6.9,1.1,1.7,2.1,2.2,2.6,9.3,7.68
641,30,Kevon Looney,UCLA,0.175,2015.0,36,36.0,4.2,8.9,0.47,3.6,7.4,0.481,0.6,1.5,0.415,2.6,4.1,0.626,9.2,1.4,1.3,0.9,1.3,2.9,11.6,8.27
642,32,Montrezl Harrell,Louisville,0.195,2015.0,112,75.0,4.8,8.1,0.586,4.7,7.8,0.6,0.1,0.4,0.275,1.9,3.6,0.533,6.9,0.9,0.8,1.1,1.3,1.9,11.6,7.64
643,33,Jordan Mickey,LSU,0.05,2015.0,65,65.0,5.6,10.8,0.518,5.6,10.6,0.527,0.0,0.2,0.071,2.9,4.3,0.669,8.8,1.2,0.8,3.4,2.8,2.4,14.0,6.12
644,34,Anthony Brown,Stanford,-0.016,2015.0,47,4.0,1.1,2.4,0.482,1.1,2.2,0.505,0.0,0.1,0.143,0.7,1.2,0.569,2.3,0.3,0.3,0.4,0.4,2.0,3.0,7.55
645,36,Rakeem Christmas,Syracuse,0.105,2015.0,142,140.0,2.9,5.1,0.56,2.9,5.1,0.56,0.0,0.0,0.0,1.6,2.4,0.681,5.3,0.6,0.5,1.7,1.1,2.6,7.4,7.88
646,37,Richaun Holmes,Bowling Green,0.159,2015.0,95,63.0,4.2,7.7,0.554,3.9,6.8,0.58,0.3,0.9,0.353,2.7,3.8,0.697,6.9,0.7,0.8,2.6,1.5,2.5,11.5,-1.07
647,38,Darrun Hilliard,Villanova,0.016,2015.0,132,112.0,3.7,8.5,0.436,2.1,4.2,0.507,1.6,4.3,0.367,2.4,3.2,0.748,3.0,1.9,1.3,0.4,1.6,2.1,11.4,7.81
648,40,Josh Richardson,Tennessee,0.084,2015.0,28,6.0,2.0,4.6,0.445,2.0,4.5,0.456,0.0,0.1,0.0,2.0,3.6,0.56,2.8,0.5,0.5,0.1,1.0,2.3,6.1,1.86
649,41,Pat Connaughton,Notre Dame,0.108,2015.0,139,123.0,3.7,8.2,0.45,1.8,3.2,0.549,1.9,5.0,0.386,1.2,1.5,0.777,5.9,1.8,0.7,0.5,1.0,1.7,10.5,6.88
650,42,Olivier Hanlan,Boston College,,2015.0,97,95.0,5.8,12.9,0.453,4.0,7.8,0.512,1.8,5.0,0.361,4.3,5.6,0.778,3.9,3.1,1.1,0.1,2.4,2.2,17.8,7.87
651,43,Joe Young,Oregon,0.016,2015.0,29,10.0,1.4,3.7,0.377,0.8,2.0,0.407,0.6,1.6,0.34,0.5,0.7,0.737,1.8,0.6,0.6,0.1,0.7,1.5,3.8,-1.8
652,44,Andrew Harrison,Kentucky,0.051,2015.0,79,78.0,2.8,7.6,0.372,1.9,5.2,0.374,0.9,2.4,0.367,3.6,4.6,0.777,2.7,3.8,0.8,0.2,2.2,2.4,10.1,9.28
653,43,Marcus Thornton,LSU,0.085,2009.0,66,65.0,7.1,15.6,0.455,4.5,8.9,0.51,2.5,6.7,0.382,3.7,4.8,0.771,5.5,1.8,1.5,0.3,2.0,2.0,20.4,4.46
654,45,Marcus Thornton,William & Mary,,2015.0,66,65.0,7.1,15.6,0.455,4.5,8.9,0.51,2.5,6.7,0.382,3.7,4.8,0.771,5.5,1.8,1.5,0.3,2.0,2.0,20.4,4.46
655,46,Norman Powell,UCLA,0.1,2015.0,141,83.0,3.6,7.7,0.461,2.8,5.2,0.533,0.8,2.5,0.314,1.8,2.5,0.746,3.0,1.5,1.1,0.4,1.3,2.0,9.8,7.23
656,48,Dakari Johnson,Kentucky,0.178,2015.0,78,18.0,2.1,3.8,0.537,2.1,3.8,0.537,0.0,0.0,,1.6,2.9,0.559,4.3,0.5,0.3,0.8,0.9,1.9,5.8,9.28
657,49,Aaron White,Iowa,,2015.0,107,42.0,2.5,6.2,0.399,1.0,2.3,0.42,1.5,3.9,0.386,0.9,1.2,0.74,1.8,1.6,0.9,0.0,1.6,1.6,7.4,-5.27
658,51,Tyler Harvey,Eastern Washington,,2015.0,84,67.0,5.9,12.7,0.463,2.8,5.5,0.504,3.1,7.2,0.432,3.8,4.4,0.847,3.5,2.3,1.0,0.2,1.8,1.9,18.6,-4.52
659,55,Cady Lalanne,UMass,,2015.0,111,80.0,3.8,6.9,0.553,3.7,6.5,0.575,0.1,0.4,0.213,2.2,3.4,0.666,7.9,0.2,0.4,1.8,1.9,2.5,10.0,4.56
660,56,Branden Dawson,Michigan State,0.069,2015.0,130,122.0,4.4,7.8,0.559,4.4,7.7,0.564,0.0,0.1,0.0,1.4,2.4,0.558,6.9,1.4,1.3,1.1,1.7,1.6,10.1,9.93
661,1,Ben Simmons,LSU,0.15,2016.0,33,32.0,6.5,11.7,0.56,6.5,11.6,0.561,0.0,0.1,0.333,6.0,9.0,0.67,11.8,4.8,2.0,0.8,3.4,2.8,19.2,7.0
662,2,Brandon Ingram,Duke,0.078,2016.0,36,34.0,5.9,13.4,0.442,3.7,8.0,0.464,2.2,5.4,0.41,3.2,4.7,0.682,6.8,2.0,1.1,1.4,2.0,2.1,17.3,10.59
663,5,Kris Dunn,Providence,0.043,2016.0,95,83.0,4.5,9.9,0.45,3.7,7.8,0.476,0.8,2.2,0.354,3.1,4.5,0.693,5.1,5.8,2.2,0.4,3.3,2.9,12.8,8.09
664,6,Buddy Hield,Oklahoma,0.064,2016.0,132,118.0,5.9,13.2,0.448,3.3,6.5,0.508,2.6,6.8,0.39,2.8,3.4,0.836,5.0,1.9,1.3,0.3,2.2,2.0,17.4,9.28
665,7,Jamal Murray,Kentucky,0.1,2016.0,36,36.0,6.8,14.9,0.454,3.6,7.3,0.502,3.1,7.7,0.408,3.3,4.2,0.783,5.2,2.2,1.0,0.3,2.3,2.1,20.0,8.84
666,8,Marquese Chriss,Washington,0.058,2016.0,34,34.0,5.3,9.9,0.53,4.6,8.2,0.568,0.6,1.8,0.35,2.6,3.8,0.682,5.4,0.8,0.9,1.6,2.0,4.1,13.7,8.12
667,9,Jakob Poeltl,Utah,0.162,2016.0,70,70.0,5.1,7.7,0.658,5.1,7.7,0.659,0.0,0.0,0.0,3.1,5.2,0.605,8.0,1.3,0.5,1.7,1.8,2.4,13.3,8.1
668,11,Domantas Sabonis,Gonzaga,0.156,2016.0,74,32.0,5.2,8.2,0.632,5.1,8.0,0.638,0.1,0.2,0.357,3.1,4.2,0.729,9.4,1.3,0.5,0.6,2.0,3.0,13.5,4.67
669,14,Denzel Valentine,Michigan State,0.044,2016.0,144,116.0,4.0,9.1,0.442,2.2,4.6,0.476,1.8,4.5,0.408,1.5,2.0,0.779,5.9,4.4,0.9,0.3,2.2,2.1,11.4,9.21
670,17,Wade Baldwin,Vanderbilt,-0.028,2016.0,68,54.0,3.4,8.0,0.431,2.2,5.1,0.436,1.2,2.9,0.422,3.5,4.4,0.8,4.1,4.8,1.3,0.2,2.3,2.5,11.6,7.45
671,18,Henry Ellenson,Marquette,0.023,2016.0,33,33.0,5.9,13.2,0.446,5.0,10.0,0.495,0.9,3.2,0.288,4.3,5.8,0.749,9.7,1.8,0.8,1.5,2.4,2.5,17.0,5.57
672,19,Malik Beasley,Florida State,0.062,2016.0,34,33.0,5.4,11.6,0.471,3.8,7.4,0.518,1.6,4.2,0.387,3.1,3.8,0.813,5.3,1.5,0.9,0.2,1.7,2.2,15.6,8.16
673,20,Caris LeVert,Michigan,0.071,2016.0,103,70.0,3.6,8.2,0.434,2.3,4.9,0.456,1.3,3.2,0.401,2.0,2.6,0.77,3.5,2.7,0.9,0.2,1.3,1.5,10.4,9.3
674,22,Malachi Richardson,Syracuse,-0.009,2016.0,37,37.0,4.1,11.1,0.369,2.0,5.1,0.388,2.1,6.1,0.353,3.1,4.2,0.72,4.3,2.1,1.1,0.3,2.1,2.5,13.4,9.75
675,25,Brice Johnson,UNC,0.062,2016.0,148,80.0,4.8,8.4,0.575,4.8,8.4,0.575,0.0,0.0,,1.9,2.8,0.708,7.0,0.9,0.8,1.1,1.3,2.5,11.6,9.73
676,27,Pascal Siakam,New Mexico State,0.136,2016.0,68,61.0,6.5,11.8,0.551,6.4,11.5,0.559,0.0,0.3,0.176,3.5,5.0,0.711,9.7,1.5,0.9,2.0,1.9,2.6,16.6,-3.6
677,28,Skal Labissière,Kentucky,0.081,2016.0,36,18.0,2.7,5.3,0.516,2.7,5.2,0.521,0.0,0.1,0.0,1.1,1.7,0.661,3.1,0.3,0.3,1.6,0.9,3.0,6.6,8.84
678,29,Dejounte Murray,Washington,0.093,2016.0,34,34.0,5.9,14.3,0.416,4.9,10.8,0.457,1.0,3.5,0.288,3.2,4.9,0.663,6.0,4.4,1.8,0.3,3.2,2.6,16.1,8.12
679,30,Damian Jones,Vanderbilt,0.143,2016.0,99,95.0,5.1,9.1,0.566,5.1,9.0,0.57,0.0,0.1,0.125,3.0,5.3,0.565,6.4,0.7,0.4,1.7,2.0,3.0,13.3,7.13
680,31,Deyonta Davis,Michigan State,0.131,2016.0,35,16.0,3.4,5.7,0.598,3.4,5.7,0.598,0.0,0.0,,0.7,1.1,0.605,5.5,0.7,0.3,1.8,0.9,2.3,7.5,6.94
681,33,Cheick Diallo,Kansas,0.139,2016.0,27,1.0,1.2,2.1,0.569,1.2,2.1,0.569,0.0,0.0,,0.6,1.0,0.556,2.5,0.0,0.3,0.9,0.6,1.4,3.0,11.22
682,34,Tyler Ulis,Kentucky,0.008,2016.0,72,35.0,3.6,8.4,0.427,2.4,5.1,0.462,1.2,3.3,0.371,2.9,3.4,0.846,2.4,5.3,1.2,0.1,1.5,1.7,11.3,8.76
683,36,Malcolm Brogdon,Virginia,0.122,2016.0,136,109.0,4.4,10.3,0.43,3.1,6.6,0.466,1.4,3.7,0.365,3.1,3.5,0.876,4.1,2.5,0.9,0.2,1.5,1.8,13.3,7.76
684,37,Chinanu Onuaku,Louisville,0.043,2016.0,66,55.0,2.8,4.5,0.619,2.8,4.4,0.621,0.0,0.0,0.0,0.7,1.3,0.547,6.4,1.1,0.8,1.6,1.7,2.7,6.2,8.36
685,38,Patrick McCaw,UNLV,0.062,2016.0,65,48.0,4.2,9.6,0.439,2.3,4.3,0.527,1.9,5.2,0.367,1.9,2.5,0.753,4.2,3.3,2.0,0.4,1.9,1.9,12.2,3.28
686,40,Diamond Stone,Maryland,-0.211,2016.0,35,22.0,4.8,8.4,0.568,4.8,8.4,0.568,0.0,0.0,,2.9,3.8,0.761,5.4,0.4,0.5,1.6,1.5,2.3,12.5,8.31
687,42,Isaiah Whitehead,Seton Hall,-0.025,2016.0,56,52.0,5.1,13.6,0.375,3.0,7.8,0.387,2.1,5.8,0.359,3.5,4.6,0.757,3.7,4.5,1.3,1.1,3.4,2.3,15.8,7.92
688,45,Demetrius Jackson,Notre Dame,0.087,2016.0,57,50.0,4.2,10.4,0.402,2.5,5.6,0.447,1.7,4.8,0.348,3.3,4.0,0.837,2.8,3.3,1.1,0.1,3.4,2.6,13.4,-1.12
689,47,Jake Layman,Maryland,0.059,2016.0,141,115.0,3.4,7.7,0.445,2.0,3.8,0.53,1.4,3.9,0.362,1.9,2.6,0.759,4.8,1.1,0.9,0.8,1.4,1.9,10.2,7.18
690,49,Michael Gbinije,Syracuse,-0.136,2016.0,101,61.0,3.9,8.7,0.452,2.4,4.7,0.507,1.5,4.0,0.387,1.9,3.0,0.631,3.6,3.0,1.5,0.3,1.8,2.4,11.3,
691,50,Georges Niang,Iowa State,0.085,2016.0,138,126.0,6.2,12.3,0.5,4.8,8.7,0.553,1.4,3.6,0.375,2.5,3.2,0.763,5.2,3.1,0.7,0.5,2.3,3.1,16.1,8.83
692,51,Ben Bentil,Providence,-0.473,2016.0,69,56.0,4.7,10.2,0.455,3.8,7.5,0.503,0.9,2.7,0.324,3.6,4.8,0.761,6.3,0.9,0.6,0.7,1.6,2.7,13.8,8.98
693,52,Joel Bolomboy,Weber State,0.132,2016.0,130,90.0,3.8,7.2,0.528,3.5,6.4,0.547,0.3,0.7,0.371,3.6,5.0,0.713,10.1,0.7,0.6,1.4,2.0,2.3,11.4,-4.64
694,55,Marcus Paige,UNC,-0.006,2016.0,141,139.0,4.2,10.4,0.407,2.1,4.8,0.446,2.1,5.7,0.375,2.5,2.9,0.844,2.8,4.3,1.4,0.2,1.9,1.7,13.1,9.73
695,56,Daniel Hamilton,UConn,0.0,2016.0,71,71.0,4.2,10.9,0.384,2.9,7.1,0.409,1.3,3.9,0.337,2.0,2.6,0.772,8.3,4.2,1.0,0.4,2.3,2.1,11.7,5.25
696,58,Abdel Nader,Iowa State,0.052,2016.0,67,35.0,3.4,7.6,0.454,2.4,4.4,0.547,1.0,3.1,0.321,1.7,2.2,0.745,4.0,1.1,0.7,0.6,1.7,2.2,9.5,
697,59,Isaiah Cousins,Oklahoma,,2016.0,137,119.0,3.5,8.5,0.408,2.2,5.3,0.408,1.3,3.2,0.407,1.5,2.1,0.711,3.9,2.7,1.1,0.3,1.9,2.0,9.7,9.28
698,60,Tyrone Wallace,California,0.003,2016.0,129,114.0,4.6,11.0,0.415,3.6,7.9,0.464,0.9,3.1,0.292,2.6,4.2,0.613,5.2,3.4,1.1,0.4,2.2,2.5,12.6,7.29
699,1,Markelle Fultz,Washington,0.069,2017.0,25,25.0,8.4,17.6,0.476,6.3,12.5,0.502,2.1,5.0,0.413,4.4,6.7,0.649,5.7,5.9,1.6,1.2,3.2,2.5,23.2,6.82
700,2,Lonzo Ball,UCLA,0.067,2017.0,36,36.0,5.3,9.5,0.551,3.0,4.1,0.732,2.2,5.4,0.412,1.8,2.7,0.673,6.0,7.6,1.8,0.8,2.5,1.8,14.6,6.39
701,3,Jayson Tatum,Duke,0.147,2017.0,29,27.0,5.7,12.6,0.452,4.3,8.6,0.504,1.4,4.0,0.342,4.1,4.8,0.849,7.3,2.1,1.3,1.1,2.6,3.0,16.8,10.91
702,4,Josh Jackson,Kansas,-0.012,2017.0,30,8.0,3.2,6.1,0.53,3.2,6.1,0.53,0.0,0.0,,1.5,2.6,0.577,4.7,1.0,0.2,0.4,2.3,1.9,8.0,
703,6,Jonathan Isaac,Florida State,0.093,2017.0,32,32.0,4.1,8.0,0.508,3.1,5.2,0.593,1.0,2.8,0.348,2.9,3.7,0.78,7.8,1.2,1.2,1.5,1.5,2.2,12.0,8.87
704,7,Lauri Markkanen,Arizona,0.112,2017.0,37,37.0,5.0,10.2,0.492,3.1,5.8,0.545,1.9,4.4,0.423,3.7,4.4,0.835,7.2,0.9,0.4,0.5,1.1,2.0,15.6,7.63
705,10,Zach Collins,Gonzaga,0.076,2017.0,39,0.0,3.5,5.3,0.652,3.2,4.8,0.672,0.3,0.5,0.476,2.8,3.8,0.743,5.9,0.4,0.5,1.8,1.5,2.7,10.0,4.13
706,11,Malik Monk,Kentucky,0.053,2017.0,38,37.0,6.6,14.7,0.45,3.9,7.8,0.497,2.7,6.9,0.397,3.9,4.7,0.822,2.5,2.3,0.9,0.5,2.0,1.9,19.8,10.49
707,12,Luke Kennard,Duke,0.102,2017.0,73,47.0,5.2,11.2,0.461,3.2,6.1,0.526,2.0,5.1,0.383,3.4,3.9,0.867,4.3,2.0,0.9,0.3,1.2,2.1,15.7,10.75
708,13,Donovan Mitchell,Louisville,0.129,2017.0,65,38.0,4.1,9.8,0.418,2.6,5.2,0.497,1.5,4.6,0.329,2.0,2.5,0.788,4.1,2.2,1.5,0.3,1.3,2.6,11.7,9.44
709,15,Justin Jackson,UNC,0.052,2017.0,6,3.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,,0.0,0.3,0.0,0.5,0.0,0.0,0.0,0.0,0.2,0.0,8.12
710,43,Justin Jackson,Maryland,,2018.0,6,3.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,,0.0,0.3,0.0,0.5,0.0,0.0,0.0,0.0,0.2,0.0,8.12
711,16,Justin Patton,Creighton,0.066,2017.0,35,34.0,5.7,8.5,0.676,5.5,8.0,0.683,0.2,0.4,0.533,1.3,2.5,0.517,6.2,1.2,0.9,1.4,1.7,2.7,12.9,8.95
712,19,John Collins,Wake Forest,0.146,2017.0,64,34.0,4.9,8.2,0.601,4.9,8.2,0.602,0.0,0.0,0.0,3.6,4.9,0.729,7.0,0.4,0.5,1.2,1.4,2.8,13.4,10.16
713,20,Harry Giles,Duke,0.079,2017.0,26,6.0,1.7,3.0,0.577,1.7,3.0,0.577,0.0,0.0,,0.5,0.9,0.5,3.8,0.3,0.3,0.7,0.7,2.2,3.9,10.91
714,22,Jarrett Allen,Texas,0.189,2017.0,33,33.0,5.4,9.6,0.566,5.4,9.4,0.579,0.0,0.2,0.0,2.5,4.5,0.564,8.4,0.8,0.6,1.5,2.5,2.1,13.4,12.75
715,23,OG Anunoby,Indiana,0.102,2017.0,50,10.0,2.7,4.8,0.563,2.1,3.3,0.652,0.5,1.5,0.365,0.9,1.8,0.522,3.5,0.8,1.0,0.9,1.1,1.7,6.8,7.53
716,24,Tyler Lydon,Syracuse,0.084,2017.0,71,34.0,3.9,8.2,0.476,2.5,4.8,0.531,1.4,3.5,0.4,2.4,2.9,0.809,7.4,1.6,1.1,1.6,1.5,2.6,11.6,9.11
717,26,Caleb Swanigan,Purdue,-0.015,2017.0,69,69.0,5.1,10.2,0.501,4.2,7.9,0.537,0.9,2.3,0.376,3.3,4.4,0.76,10.4,2.4,0.4,0.5,3.0,2.5,14.4,8.12
718,27,Kyle Kuzma,Utah,0.057,2017.0,96,64.0,3.9,7.7,0.506,3.3,5.9,0.567,0.5,1.8,0.302,1.8,2.8,0.633,5.5,1.5,0.3,0.4,1.6,1.6,10.1,6.84
719,28,Tony Bradley,UNC,0.181,2017.0,38,0.0,2.7,4.7,0.573,2.7,4.7,0.573,0.0,0.0,,1.7,2.8,0.619,5.1,0.6,0.3,0.6,0.7,1.8,7.1,11.76
720,29,Derrick White,Colorado,0.119,2017.0,34,32.0,6.0,11.9,0.507,4.4,7.6,0.569,1.7,4.2,0.396,4.4,5.4,0.813,4.1,4.4,1.2,1.4,2.4,2.1,18.1,6.0
721,30,Josh Hart,Villanova,0.099,2017.0,146,77.0,4.6,9.1,0.511,3.2,5.4,0.592,1.4,3.6,0.389,2.5,3.4,0.72,5.6,1.8,1.1,0.3,1.3,2.2,13.2,8.51
722,31,Frank Jackson,Duke,0.031,2017.0,52,13.0,1.8,3.8,0.472,1.8,3.8,0.472,0.0,0.0,,1.5,2.7,0.55,4.3,0.3,0.2,1.0,,,5.0,-6.09
723,32,Davon Reed,Miami (FL),0.054,2017.0,131,99.0,3.3,7.8,0.43,1.8,3.9,0.466,1.5,3.9,0.395,2.0,2.6,0.779,3.6,1.6,0.9,0.4,1.4,1.9,10.3,8.24
724,35,Ivan Rabb,California,0.125,2017.0,65,64.0,4.8,8.8,0.544,4.7,8.5,0.549,0.1,0.3,0.409,3.5,5.2,0.666,9.4,1.2,0.6,1.1,1.8,3.1,13.2,7.1
725,37,Semi Ojeleye,SMU,0.061,2017.0,35,35.0,6.0,12.3,0.487,3.9,7.4,0.529,2.1,4.9,0.424,4.9,6.3,0.785,6.9,1.5,0.4,0.4,1.4,1.8,19.0,
726,38,Jordan Bell,Oregon,0.121,2017.0,105,62.0,3.3,5.4,0.61,3.3,5.2,0.622,0.0,0.2,0.188,1.2,1.8,0.63,6.8,1.5,1.1,2.2,1.5,2.3,7.8,8.23
727,39,Jawun Evans,Oklahoma State,-0.022,2017.0,54,52.0,5.7,12.7,0.448,4.7,10.2,0.458,1.0,2.5,0.407,4.2,5.1,0.818,3.8,5.8,1.5,0.1,2.7,2.4,16.6,10.51
728,40,Dwayne Bacon,Florida State,0.01,2017.0,69,67.0,6.1,13.5,0.449,4.8,9.3,0.51,1.3,4.1,0.312,3.1,4.2,0.733,5.0,1.6,1.0,0.1,2.1,1.9,16.5,8.52
729,41,Tyler Dorsey,Oregon,0.031,2017.0,75,74.0,4.6,10.0,0.455,2.5,5.1,0.493,2.1,5.0,0.416,2.9,3.9,0.732,3.9,1.8,0.8,0.1,1.7,1.8,14.1,8.51
730,42,Thomas Bryant,Indiana,0.168,2017.0,69,69.0,4.4,7.5,0.592,4.0,6.4,0.63,0.4,1.1,0.373,3.0,4.1,0.718,6.2,1.2,0.6,1.2,2.0,2.9,12.2,7.53
731,44,Damyean Dotson,Oregon,0.034,2017.0,64,64.0,5.7,11.8,0.485,3.1,5.3,0.575,2.7,6.5,0.412,1.5,1.9,0.832,6.9,1.2,0.8,0.2,1.0,1.8,15.6,
732,45,Dillon Brooks,Oregon,0.033,2017.0,109,98.0,5.4,11.4,0.472,4.2,8.0,0.518,1.2,3.4,0.362,2.8,3.5,0.794,4.5,2.6,0.9,0.5,2.1,2.9,14.8,8.23
733,46,Sterling Brown,SMU,0.071,2017.0,32,0.0,0.6,1.4,0.435,0.4,0.9,0.483,0.2,0.5,0.353,0.3,0.5,0.533,0.8,0.4,0.1,0.0,0.3,0.7,1.7,10.11
734,47,Ike Anigbogu,UCLA,0.057,2017.0,29,0.0,2.0,3.5,0.564,2.0,3.5,0.564,0.0,0.0,,0.8,1.5,0.535,4.0,0.2,0.2,1.2,0.8,2.5,4.7,6.39
735,48,Sindarius Thornwell,South Carolina,0.032,2017.0,132,132.0,4.5,11.5,0.392,3.2,7.5,0.42,1.4,4.0,0.339,4.3,5.6,0.771,5.2,3.0,1.5,0.6,2.5,2.4,14.7,7.8
736,51,Monte Morris,Iowa State,0.124,2017.0,140,121.0,4.5,9.5,0.476,3.5,6.7,0.517,1.1,2.9,0.381,2.0,2.6,0.78,3.7,5.5,1.6,0.3,1.2,1.5,12.2,10.28
737,52,Edmond Sumner,Xavier,0.069,2017.0,58,49.0,3.5,8.2,0.429,2.9,6.0,0.483,0.6,2.2,0.285,3.7,5.1,0.73,3.5,3.8,1.2,0.4,2.2,2.3,11.4,9.81
738,53,Kadeem Allen,Arizona,0.075,2017.0,68,61.0,3.0,6.6,0.459,2.3,4.8,0.482,0.7,1.8,0.4,2.3,3.1,0.725,3.6,3.3,1.3,0.7,2.0,2.4,9.1,7.43
739,54,Alec Peters,Valparaiso,0.055,2017.0,134,134.0,5.9,12.1,0.487,3.7,6.9,0.539,2.2,5.2,0.416,3.6,4.2,0.846,7.4,1.5,0.8,0.3,1.9,2.1,17.5,-0.95
740,55,Nigel Williams-Goss,Gonzaga,0.017,2017.0,38,38.0,5.8,11.9,0.486,4.7,8.8,0.527,1.1,3.1,0.368,4.1,4.8,0.867,6.0,4.7,1.7,0.1,2.1,1.6,16.8,
741,56,Jabari Bird,California,0.098,2017.0,114,80.0,3.9,8.9,0.442,2.3,4.5,0.512,1.6,4.4,0.371,1.2,1.6,0.753,3.3,1.2,0.5,0.3,1.2,1.7,10.8,6.95
742,59,Jaron Blossomgame,Clemson,0.03,2017.0,128,125.0,4.9,10.0,0.488,4.1,7.7,0.541,0.8,2.4,0.316,3.0,4.1,0.724,6.5,1.1,0.6,0.7,1.5,1.6,13.5,7.5
743,1,Deandre Ayton,Arizona,0.16,2018.0,35,35.0,7.9,12.9,0.612,7.5,11.9,0.635,0.3,1.0,0.343,4.0,5.5,0.733,11.6,1.6,0.6,1.9,2.0,2.3,20.1,6.84
744,2,Marvin Bagley III,Duke,0.087,2018.0,33,32.0,8.2,13.3,0.614,7.5,11.6,0.647,0.7,1.8,0.397,4.0,6.3,0.627,11.1,1.5,0.8,0.9,2.3,1.8,21.0,9.7
745,5,Trae Young,Oklahoma,0.132,2018.0,32,32.0,8.2,19.3,0.422,4.5,9.1,0.493,3.7,10.3,0.36,7.4,8.6,0.861,3.9,8.7,1.7,0.3,5.2,1.8,27.4,10.56
746,8,Collin Sexton,Alabama,0.045,2018.0,33,32.0,5.9,13.3,0.447,4.6,9.3,0.495,1.3,4.0,0.336,5.9,7.6,0.778,3.8,3.6,0.8,0.1,2.8,2.5,19.2,10.64
747,10,Mikal Bridges,Villanova,0.122,2018.0,116,73.0,3.9,7.5,0.525,2.5,3.8,0.645,1.5,3.7,0.4,1.9,2.3,0.845,4.3,1.6,1.4,0.9,1.1,2.2,11.3,9.74
748,11,Shai Gilgeous-Alexander,Kentucky,0.137,2018.0,37,24.0,4.9,10.2,0.485,4.3,8.6,0.5,0.6,1.5,0.404,3.9,4.7,0.817,4.1,5.1,1.6,0.5,2.7,1.7,14.4,10.73
749,12,Miles Bridges,Michigan State,0.091,2018.0,62,60.0,6.2,13.2,0.47,4.2,7.8,0.537,2.0,5.5,0.375,2.5,3.2,0.776,7.6,2.4,0.6,1.1,2.1,1.7,17.0,8.8
750,13,Jerome Robinson,Boston College,-0.003,2018.0,113,68.0,2.7,6.2,0.44,1.9,3.9,0.477,0.8,2.3,0.375,2.1,2.8,0.741,3.2,1.8,0.8,0.6,1.5,1.8,8.4,3.22
751,16,Zhaire Smith,Texas Tech,0.011,2018.0,37,21.0,4.2,7.5,0.556,3.7,6.4,0.574,0.5,1.1,0.45,2.5,3.4,0.717,5.0,1.8,1.1,1.1,1.1,1.8,11.3,9.6
752,17,Donte DiVincenzo,Villanova,0.097,2018.0,85,12.0,3.6,7.6,0.469,2.0,3.6,0.573,1.5,4.0,0.378,1.6,2.2,0.705,4.0,2.4,0.9,0.2,1.6,1.8,10.2,9.74
753,19,Kevin Huerter,Maryland,0.067,2018.0,65,65.0,4.2,9.0,0.466,2.1,3.6,0.572,2.1,5.4,0.394,1.5,2.0,0.748,5.0,3.0,0.8,0.7,1.9,2.1,12.0,8.11
754,20,Josh Okogie,Georgia Tech,0.062,2018.0,61,61.0,5.4,12.3,0.437,4.3,9.4,0.454,1.1,2.8,0.382,5.1,6.6,0.777,5.8,2.0,1.5,0.8,2.3,2.7,16.9,7.84
