,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP.1,PTS.1,TRB.1,AST.1,WS,WS/48,BPM,VORP,FNAME
983,30,GSW,Kevon Looney,UCLA,8,449,7972,2299,2510,705,0.582,0.169,0.606,17.8,5.1,5.6,1.6,29.1,0.175,0.4,4.8,Kevon-Looney
987,32,HOU,Montrezl Harrell,Louisville,8,515,10545,6220,2588,675,0.619,0.108,0.664,20.5,12.1,5,1.3,42.9,0.195,2.6,12.2,Montrezl-Harrell
988,33,BOS,Jordan Mickey,LSU,3,64,482,152,128,17,0.449,0.118,0.605,7.5,2.4,2,0.3,0.5,0.05,-4.8,-0.3,Jordan-Mickey
989,34,LAL,Anthony Brown,Stanford,3,41,762,161,103,28,0.328,0.286,0.85,18.6,3.9,2.5,0.7,-0.2,-0.016,-5.1,-0.6,Anthony-Brown
991,36,MIN,Rakeem Christmas,Syracuse,2,30,225,63,57,4,0.467,,0.724,7.5,2.1,1.9,0.1,0.5,0.105,-4.7,-0.2,Rakeem-Christmas
992,37,PHI,Richaun Holmes,Bowling Green,8,418,8271,3735,2247,412,0.606,0.273,0.747,19.8,8.9,5.4,1,27.4,0.159,0.3,4.8,Richaun-Holmes
993,38,DET,Darrun Hilliard,Villanova,3,91,859,295,85,71,0.377,0.304,0.747,9.4,3.2,0.9,0.8,0.3,0.016,-4.7,-0.6,Darrun-Hilliard
995,40,MIA,Josh Richardson,Tennessee,8,503,14562,5924,1552,1346,0.428,0.365,0.84,29,11.8,3.1,2.7,25.6,0.084,-0.5,5.5,Josh-Richardson
996,41,BRK,Pat Connaughton,Notre Dame,8,478,9160,2935,1675,598,0.436,0.359,0.777,19.2,6.1,3.5,1.3,20.6,0.108,-0.2,4.2,Pat-Connaughton
997,42,UTA,Olivier Hanlan,Boston College,,,,,,,,,,,,,,,,,,Olivier-Hanlan
998,43,IND,Joe Young,Oregon,3,127,1077,429,130,119,0.393,0.296,0.768,8.5,3.4,1,0.9,0.4,0.016,-4.1,-0.6,Joe-Young
999,44,PHO,Andrew Harrison,Kentucky,3,145,2987,1012,287,399,0.373,0.294,0.779,20.6,7,2,2.8,3.2,0.051,-2.8,-0.6,Andrew-Harrison
1000,45,BOS,Marcus Thornton,William & Mary,,,,,,,,,,,,,,,,,,Marcus-Thornton
1001,46,MIL,Norman Powell,UCLA,8,481,10990,5795,1263,734,0.465,0.386,0.827,22.8,12,2.6,1.5,23,0.1,-0.1,5.3,Norman-Powell
1003,48,OKC,Dakari Johnson,Kentucky,1,31,161,55,34,8,0.564,,0.55,5.2,1.8,1.1,0.3,0.6,0.178,-0.3,0.1,Dakari-Johnson
1004,49,WAS,Aaron White,Iowa,,,,,,,,,,,,,,,,,,Aaron-White
1006,51,ORL,Tyler Harvey,Eastern Washington,,,,,,,,,,,,,,,,,,Tyler-Harvey
1008,53,CLE,Sir'Dominic Pointer,St. John's,,,,,,,,,,,,,,,,,,Sir'Dominic-Pointer
1010,55,SAS,Cady Lalanne,UMass,,,,,,,,,,,,,,,,,,Cady-Lalanne
1011,56,NOP,Branden Dawson,Michigan State,1,6,29,5,4,0,0.4,,1,4.8,0.8,0.7,0,0,0.069,-5.7,0,Branden-Dawson
1013,58,PHI,J.P. Tokoto,UNC,,,,,,,,,,,,,,,,,,J.P.-Tokoto
1018,1,PHI,Ben Simmons,LSU,5,317,10431,4673,2480,2383,0.56,0.139,0.591,32.9,14.7,7.8,7.5,32.6,0.15,3.4,14.2,Ben-Simmons
1019,2,LAL,Brandon Ingram,Duke,7,413,13618,7924,2142,1674,0.464,0.364,0.784,33,19.2,5.2,4.1,22.1,0.078,-0.1,6.7,Brandon-Ingram
1020,3,BOS,Jaylen Brown,California,7,470,13964,8428,2453,1054,0.477,0.365,0.723,29.7,17.9,5.2,2.2,29.5,0.101,0.3,8.1,Jaylen-Brown
1022,5,MIN,Kris Dunn,Providence,7,267,6465,2285,915,1153,0.432,0.313,0.744,24.2,8.6,3.4,4.3,5.8,0.043,-1.7,0.4,Kris-Dunn
1023,6,NOP,Buddy Hield,Oklahoma,7,548,16157,8807,2403,1405,0.434,0.402,0.858,29.5,16.1,4.4,2.6,21.4,0.064,0.4,9.7,Buddy-Hield
1024,7,DEN,Jamal Murray,Kentucky,6,410,12517,6937,1515,1722,0.447,0.373,0.87,30.5,16.9,3.7,4.2,26,0.1,0.5,7.8,Jamal-Murray
1025,8,SAC,Marquese Chriss,Washington,6,292,5338,2206,1366,298,0.456,0.29,0.667,18.3,7.6,4.7,1,6.5,0.058,-2.4,-0.5,Marquese-Chriss
1026,9,TOR,Jakob Poeltl,Utah,7,488,10315,3932,3177,798,0.628,0.5,0.536,21.1,8.1,6.5,1.6,34.9,0.162,1.2,8.3,Jakob-Poeltl
1028,11,ORL,Domantas Sabonis,Gonzaga,7,494,14542,7471,4788,2066,0.548,0.326,0.731,29.4,15.1,9.7,4.2,47.2,0.156,2.5,16.6,Domantas-Sabonis
1029,12,UTA,Taurean Prince,Baylor,7,424,10128,4392,1574,731,0.421,0.372,0.818,23.9,10.4,3.7,1.7,9.6,0.046,-1.9,0.1,Taurean-Prince
1031,14,CHI,Denzel Valentine,Michigan State,5,256,4817,1795,857,466,0.394,0.36,0.787,18.8,7,3.3,1.8,4.5,0.044,-1.9,0.2,Denzel-Valentine
1034,17,MEM,Wade Baldwin,Vanderbilt,3,56,579,174,69,78,0.355,0.25,0.776,10.3,3.1,1.2,1.4,-0.3,-0.028,-5.3,-0.5,Wade-Baldwin
1035,18,DET,Henry Ellenson,Marquette,5,83,787,342,206,49,0.371,0.336,0.773,9.5,4.1,2.5,0.6,0.4,0.023,-3.7,-0.3,Henry-Ellenson
1036,19,DEN,Malik Beasley,Florida State,7,417,9119,4513,1108,542,0.422,0.378,0.808,21.9,10.8,2.7,1.3,11.8,0.062,-1.1,2,Malik-Beasley
1037,20,IND,Caris LeVert,Michigan,7,392,10998,5546,1498,1544,0.436,0.344,0.735,28.1,14.1,3.8,3.9,16.3,0.071,-0.5,4.3,Caris-LeVert
1038,21,ATL,DeAndre' Bembry,Saint Joseph's,6,296,5670,1750,950,533,0.474,0.283,0.611,19.2,5.9,3.2,1.8,4.4,0.038,-2.3,-0.4,DeAndre'-Bembry
1039,22,CHO,Malachi Richardson,Syracuse,3,70,625,198,70,24,0.358,0.301,0.783,8.9,2.8,1,0.3,-0.1,-0.009,-6.1,-0.7,Malachi-Richardson
1042,25,LAC,Brice Johnson,UNC,2,21,107,47,34,3,0.449,0,0.6,5.1,2.2,1.6,0.1,0.1,0.062,-0.6,0,Brice-Johnson
1044,27,TOR,Pascal Siakam,New Mexico State,7,471,14432,8010,3078,1656,0.487,0.327,0.774,30.6,17,6.5,3.5,41,0.136,2,14.6,Pascal-Siakam
1045,28,PHO,Skal Labissière,Kentucky,4,148,2595,1069,662,152,0.492,0.353,0.748,17.5,7.2,4.5,1,4.4,0.081,-2.3,-0.2,Skal-Labissière
1046,29,SAS,Dejounte Murray,Washington,6,394,10950,5508,2309,1988,0.458,0.335,0.784,27.8,14,5.9,5,21.1,0.093,1.6,9.9,Dejounte-Murray
1047,30,GSW,Damian Jones,Vanderbilt,7,240,3512,1259,807,178,0.662,0.383,0.706,14.6,5.2,3.4,0.7,10.4,0.143,-1,0.9,Damian-Jones
1050,31,BOS,Deyonta Davis,Michigan State,3,107,1299,454,346,47,0.599,0,0.635,12.1,4.2,3.2,0.4,3.6,0.131,-2.1,0,Deyonta-Davis
1052,33,LAC,Cheick Diallo,Kansas,5,183,2186,958,759,78,0.596,0.286,0.774,11.9,5.2,4.1,0.4,6.3,0.139,-1.4,0.3,Cheick-Diallo
1053,34,PHO,Tyler Ulis,Kentucky,3,133,2782,998,223,537,0.403,0.28,0.808,20.9,7.5,1.7,4,0.5,0.008,-3.6,-1.1,Tyler-Ulis
1055,36,MIL,Malcolm Brogdon,Virginia,7,400,11796,6159,1678,1844,0.467,0.388,0.879,29.5,15.4,4.2,4.6,30,0.122,1.4,10,Malcolm-Brogdon
1056,37,HOU,Chinanu Onuaku,Louisville,2,6,74,18,14,4,0.583,,1,12.3,3,2.3,0.7,0.1,0.043,-5.4,-0.1,Chinanu-Onuaku
1057,38,MIL,Patrick McCaw,UNLV,5,199,3373,760,319,270,0.42,0.305,0.785,16.9,3.8,1.6,1.4,4.4,0.062,-2.8,-0.6,Patrick-McCaw
1059,40,NOP,Diamond Stone,Maryland,1,7,24,10,6,0,0.231,,1,3.4,1.4,0.9,0,-0.1,-0.211,-20.8,-0.1,Diamond-Stone
1060,41,ORL,Stephen Zimmerman,UNLV,1,19,108,23,35,4,0.323,,0.6,5.7,1.2,1.8,0.2,0,-0.005,-8.3,-0.2,Stephen-Zimmerman
1061,42,UTA,Isaiah Whitehead,Seton Hall,2,89,1823,643,210,212,0.411,0.305,0.788,20.5,7.2,2.4,2.4,-0.9,-0.025,-5,-1.4,Isaiah-Whitehead
1064,45,BOS,Demetrius Jackson,Notre Dame,3,26,136,48,19,17,0.486,0.286,0.667,5.2,1.8,0.7,0.7,0.2,0.087,-0.5,0.1,Demetrius-Jackson
1065,46,DAL,A.J. Hammons,Purdue,1,22,163,48,36,4,0.405,0.5,0.45,7.4,2.2,1.6,0.2,0,-0.001,-6.6,-0.2,A.J.-Hammons
1066,47,ORL,Jake Layman,Maryland,6,243,3099,1175,417,127,0.46,0.3,0.719,12.8,4.8,1.7,0.5,3.8,0.059,-2.3,-0.2,Jake-Layman
1068,49,DET,Michael Gbinije,Syracuse,1,9,32,4,3,2,0.1,0,1,3.6,0.4,0.3,0.2,-0.1,-0.136,-12.1,-0.1,Michael-Gbinije
1069,50,IND,Georges Niang,Iowa State,7,383,5966,2494,804,325,0.438,0.403,0.872,15.6,6.5,2.1,0.8,10.6,0.085,-1.2,1.3,Georges-Niang
1070,51,BOS,Ben Bentil,Providence,1,3,10,0,2,0,0,0,,3.3,0,0.7,0,-0.1,-0.473,-25.9,-0.1,Ben-Bentil
1071,52,UTA,Joel Bolomboy,Weber State,2,18,91,31,27,2,0.545,0.2,0.5,5.1,1.7,1.5,0.1,0.3,0.132,-0.1,0,Joel-Bolomboy
1073,54,ATL,Kay Felder,Oakland,2,58,526,223,59,78,0.364,0.268,0.754,9.1,3.8,1,1.3,-0.4,-0.041,-4.7,-0.4,Kay-Felder
1074,55,BRK,Marcus Paige,UNC,1,5,28,12,4,3,0.286,0.25,1,5.6,2.4,0.8,0.6,0,-0.006,-8.8,0,Marcus-Paige
1075,56,DEN,Daniel Hamilton,UConn,2,25,232,69,52,30,0.394,0.357,0.5,9.3,2.8,2.1,1.2,0,0,-3.3,-0.1,Daniel-Hamilton
1077,58,BOS,Abdel Nader,Iowa State,5,202,2583,926,376,110,0.428,0.357,0.718,12.8,4.6,1.9,0.5,2.8,0.052,-2.6,-0.4,Abdel-Nader
1078,59,SAC,Isaiah Cousins,Oklahoma,,,,,,,,,,,,,,,,,,Isaiah-Cousins
1079,60,UTA,Tyrone Wallace,California,4,112,1714,566,236,127,0.422,0.207,0.656,15.3,5.1,2.1,1.1,0.1,0.003,-5.2,-1.4,Tyrone-Wallace
1082,1,PHI,Markelle Fultz,Washington,6,191,5029,2260,659,964,0.472,0.278,0.734,26.3,11.8,3.5,5,7.2,0.069,-1.1,1.2,Markelle-Fultz
1083,2,LAL,Lonzo Ball,UCLA,5,252,8187,2995,1447,1563,0.4,0.364,0.578,32.5,11.9,5.7,6.2,11.4,0.067,1.1,6.3,Lonzo-Ball
1084,3,BOS,Jayson Tatum,Duke,6,439,14916,9865,3069,1448,0.458,0.375,0.847,34,22.5,7,3.3,45.6,0.147,3.3,19.9,Jayson-Tatum
1085,4,PHO,Josh Jackson,Kansas,5,291,6718,3276,1159,534,0.416,0.292,0.68,23.1,11.3,4,1.8,-1.7,-0.012,-3.8,-3.1,Josh-Jackson
1086,5,SAC,De'Aaron Fox,Kentucky,6,395,12760,7974,1444,2452,0.472,0.321,0.736,32.3,20.2,3.7,6.2,23.1,0.087,0.5,8.2,De'Aaron-Fox
1087,6,ORL,Jonathan Isaac,Florida State,4,147,3636,1324,785,152,0.434,0.333,0.789,24.7,9,5.3,1,7,0.093,0.3,2.1,Jonathan-Isaac
1088,7,MIN,Lauri Markkanen,Arizona,6,348,10662,6030,2474,477,0.455,0.371,0.858,30.6,17.3,7.1,1.4,24.8,0.112,0.8,7.3,Lauri-Markkanen
1090,9,DAL,Dennis Smith Jr.,NC State,6,270,6542,2791,803,1178,0.403,0.299,0.667,24.2,10.3,3,4.4,0.6,0.004,-2.3,-0.5,Dennis-Smith Jr.
1091,10,SAC,Zach Collins,Gonzaga,5,245,4634,1830,1169,380,0.477,0.342,0.749,18.9,7.5,4.8,1.6,7.3,0.076,-1.6,0.4,Zach-Collins
1092,11,CHO,Malik Monk,Kentucky,6,386,8017,4217,920,925,0.43,0.356,0.849,20.8,10.9,2.4,2.4,8.9,0.053,-1.5,1.1,Malik-Monk
1093,12,DET,Luke Kennard,Duke,6,356,8288,3512,1005,694,0.455,0.437,0.877,23.3,9.9,2.8,1.9,17.6,0.102,-0.2,3.8,Luke-Kennard
1094,13,DEN,Donovan Mitchell,Louisville,6,413,14069,10156,1722,1843,0.448,0.365,0.839,34.1,24.6,4.2,4.5,37.9,0.129,3.1,18.2,Donovan-Mitchell
1095,14,MIA,Bam Adebayo,Kentucky,6,418,12264,6146,3538,1429,0.554,0.129,0.755,29.3,14.7,8.5,3.4,42.8,0.168,2.7,14.5,Bam-Adebayo
1096,15,POR,Justin Jackson,UNC,6,278,4886,1676,654,285,0.423,0.319,0.796,17.6,6,2.4,1,5.3,0.052,-2.8,-1,Justin-Jackson
1097,16,CHI,Justin Patton,Creighton,4,22,296,86,60,19,0.404,0.25,0.667,13.5,3.9,2.7,0.9,0.4,0.066,-2.8,-0.1,Justin-Patton
1098,17,MIL,D.J. Wilson,Michigan,5,146,1803,647,452,108,0.419,0.327,0.618,12.3,4.4,3.1,0.7,2.8,0.075,-2.6,-0.3,D.J.-Wilson
1099,18,IND,T.J. Leaf,UCLA,4,146,1238,477,283,43,0.492,0.341,0.585,8.5,3.3,1.9,0.3,2.7,0.104,-1.8,0.1,T.J.-Leaf
1100,19,ATL,John Collins,Wake Forest,6,364,10618,5768,2903,540,0.551,0.356,0.783,29.2,15.8,8,1.5,32.3,0.146,0.9,7.8,John-Collins
1101,20,POR,Harry Giles,Duke,3,142,1835,832,543,174,0.511,0.258,0.671,12.9,5.9,3.8,1.2,3,0.079,-2.4,-0.2,Harry-Giles
,,,,,,,,,,,,,,,,,,44.4,0.189,1.9,11,Jarrett-Allen
,,,,,,,,,,,,,,,,,,22.2,0.102,0.2,5.8,OG-Anunoby
,,,,,,,,,,,,,,,,,,0.2,0.084,-4.3,-0.1,Tyler-Lydon
,,,,,,,,,,,,,,,,,,-0.2,-0.015,-6.2,-0.7,Caleb-Swanigan
,,,,,,,,,,,,,,,,,,15.1,0.057,-1.1,2.9,Kyle-Kuzma
,,,,,,,,,,,,,,,,,,7.5,0.181,0.2,1.1,Tony-Bradley
,,,,,,,,,,,,,,,,,,22.7,0.119,1.4,7.9,Derrick-White
,,,,,,,,,,,,,,,,,,21.8,0.099,-0.1,5.2,Josh-Hart
,,,,,,,,,,,,,,,,,,2.5,0.031,-3.9,-1.9,Frank-Jackson
,,,,,,,,,,,,,,,,,,1.5,0.054,-2.9,-0.3,Davon-Reed
,,,,,,,,,,,,,,,,,,4.2,0.053,-3.9,-1.8,Wes-Iwundu
,,,,,,,,,,,,,,,,,,1.2,0.035,-2.6,-0.3,Frank-Mason III
,,,,,,,,,,,,,,,,,,3.2,0.125,-1.7,0.1,Ivan-Rabb
,,,,,,,,,,,,,,,,,,5.2,0.061,-3.4,-1.5,Semi-Ojeleye
,,,,,,,,,,,,,,,,,,4.9,0.121,0.2,1.1,Jordan-Bell
,,,,,,,,,,,,,,,,,,-0.4,-0.022,-5.4,-0.7,Jawun-Evans
,,,,,,,,,,,,,,,,,,0.8,0.01,-5.1,-3.1,Dwayne-Bacon
,,,,,,,,,,,,,,,,,,1.1,0.031,-3,-0.5,Tyler-Dorsey
,,,,,,,,,,,,,,,,,,15.7,0.168,1.3,3.7,Thomas-Bryant
,,,,,,,,,,,,,,,,,,3,0.034,-2.8,-0.9,Damyean-Dotson
,,,,,,,,,,,,,,,,,,6.9,0.033,-3.8,-4.6,Dillon-Brooks
,,,,,,,,,,,,,,,,,,6.6,0.071,-2.1,-0.1,Sterling-Brown
,,,,,,,,,,,,,,,,,,0,0.057,-1.1,0,Ike-Anigbogu
,,,,,,,,,,,,,,,,,,1.1,0.032,-3.1,-0.5,Sindarius-Thornwell
,,,,,,,,,,,,,,,,,,22.7,0.124,0.4,5.3,Monte-Morris
,,,,,,,,,,,,,,,,,,3.2,0.069,-3,-0.6,Edmond-Sumner
,,,,,,,,,,,,,,,,,,1,0.075,-1.2,0.1,Kadeem-Allen
,,,,,,,,,,,,,,,,,,0.3,0.055,-2.8,0,Alec-Peters
,,,,,,,,,,,,,,,,,,0,0.017,-3.9,0,Nigel-Williams-Goss
,,,,,,,,,,,,,,,,,,0.2,0.098,-3.1,0,Jabari-Bird
,,,,,,,,,,,,,,,,,,0.3,0.03,-3.8,-0.2,Jaron-Blossomgame
,,,,,,,,,,,,,,,,,,30.9,0.16,1.1,7.2,Deandre-Ayton
,,,,,,,,,,,,,,,,,,9.3,0.087,-1.9,0.1,Marvin-Bagley III
,,,,,,,,,,,,,,,,,,19.4,0.128,0.7,5,Jaren-Jackson Jr.
,,,,,,,,,,,,,,,,,,33,0.132,3.1,15.3,Trae-Young
,,,,,,,,,,,,,,,,,,12.6,0.122,0.2,2.8,Mo-Bamba
,,,,,,,,,,,,,,,,,,18.1,0.12,-0.3,3.1,Wendell-Carter Jr.
,,,,,,,,,,,,,,,,,,7.9,0.045,-2.3,-0.7,Collin-Sexton
,,,,,,,,,,,,,,,,,,0.3,0.003,-4.4,-3.1,Kevin-Knox
,,,,,,,,,,,,,,,,,,32.1,0.122,1.2,10.3,Mikal-Bridges
,,,,,,,,,,,,,,,,,,29,0.137,3.2,13.1,Shai-Gilgeous-Alexander
,,,,,,,,,,,,,,,,,,16,0.091,-0.2,3.8,Miles-Bridges
,,,,,,,,,,,,,,,,,,-0.1,-0.003,-4.7,-1.1,Jerome-Robinson
,,,,,,,,,,,,,,,,,,13.9,0.137,1.4,4.2,Michael-Porter Jr.
,,,,,,,,,,,,,,,,,,7.8,0.063,-1.7,0.5,Troy-Brown Jr.
,,,,,,,,,,,,,,,,,,0,0.011,-6.1,-0.1,Zhaire-Smith
,,,,,,,,,,,,,,,,,,13.4,0.097,0.1,3.5,Donte-DiVincenzo
,,,,,,,,,,,,,,,,,,3.8,0.033,-2.8,-1.1,Lonnie-Walker IV
,,,,,,,,,,,,,,,,,,14.3,0.067,-0.8,3.1,Kevin-Huerter
,,,,,,,,,,,,,,,,,,8.2,0.062,-2.3,-0.5,Josh-Okogie
,,,,,,,,,,,,,,,,,,13.1,0.102,-0.4,2.4,Grayson-Allen
,,,,,,,,,,,,,,,,,,1.1,0.03,-3.9,-0.9,Chandler-Hutchison
,,,,,,,,,,,,,,,,,,5.6,0.051,-2.3,-0.4,Aaron-Holiday
,,,,,,,,,,,,,,,,,,9.3,0.11,-0.9,1.1,Moritz-Wagner
,,,,,,,,,,,,,,,,,,11.8,0.082,-1.8,0.4,Landry-Shamet
,,,,,,,,,,,,,,,,,,22.2,0.249,4.9,7.4,Robert-Williams
,,,,,,,,,,,,,,,,,,-0.6,-0.047,-7.4,-0.8,Jacob-Evans
,,,,,,,,,,,,,,,,,,2.4,0.068,-1.5,0.2,Omari-Spellman
,,,,,,,,,,,,,,,,,,8,0.077,-0.9,1.4,Jevon-Carter
,,,,,,,,,,,,,,,,,,26,0.135,1,7,Jalen-Brunson
,,,,,,,,,,,,,,,,,,12.6,0.075,-0.4,3.3,Devonte'-Graham
,,,,,,,,,,,,,,,,,,-0.4,-0.062,-10,-0.6,Melvin-Frazier
,,,,,,,,,,,,,,,,,,14.1,0.087,-0.6,2.7,Gary-Trent Jr.
,,,,,,,,,,,,,,,,,,0.5,0.058,-2.7,-0.1,Khyri-Thomas
,,,,,,,,,,,,,,,,,,14.3,0.137,0.4,3,Jarred-Vanderbilt
,,,,,,,,,,,,,,,,,,17,0.095,-0.8,2.5,Bruce-Brown
,,,,,,,,,,,,,,,,,,,,,,Justin-Jackson
,,,,,,,,,,,,,,,,,,6.2,0.06,-2.1,-0.2,Hamidou-Diallo
,,,,,,,,,,,,,,,,,,11.9,0.082,0.7,4.6,De'Anthony-Melton
,,,,,,,,,,,,,,,,,,3.3,0.038,-2.4,-0.4,Svi-Mykhailiuk
,,,,,,,,,,,,,,,,,,6.2,0.076,-1.7,0.3,Keita-Bates-Diop
,,,,,,,,,,,,,,,,,,4.1,0.074,-1.8,0.2,Chimezie-Metu
,,,,,,,,,,,,,,,,,,1.3,0.108,-2.4,-0.1,Alize-Johnson
,,,,,,,,,,,,,,,,,,,,,,Tony-Carr
,,,,,,,,,,,,,,,,,,0,-0.014,-6.4,0,Vince-Edwards
,,,,,,,,,,,,,,,,,,-0.2,-0.116,-6.7,-0.1,Devon-Hall
,,,,,,,,,,,,,,,,,,9.8,0.089,-1.8,0.2,Shake-Milton
,,,,,,,,,,,,,,,,,,0.1,0.024,-6.2,-0.2,Ray-Spalding
,,,,,,,,,,,,,,,,,,-0.1,-0.085,-5.1,0,Kevin-Hervey
,,,,,,,,,,,,,,,,,,0.1,0.162,1.2,0,Thomas-Welsh
,,,,,,,,,,,,,,,,,,-0.1,-0.225,-17.2,-0.1,George-King
,,,,,,,,,,,,,,,,,,-0.2,-0.098,-9.9,-0.2,Kostas-Antetokounmpo
,,,,,,,,,,,,,,,,,,14.2,0.187,5.1,6.6,Zion-Williamson
,,,,,,,,,,,,,,,,,,19.7,0.119,2.8,9.7,Ja-Morant
,,,,,,,,,,,,,,,,,,8.1,0.043,-2.4,-0.9,RJ-Barrett
,,,,,,,,,,,,,,,,,,5.4,0.041,-3.4,-2.3,De'Andre-Hunter
,,,,,,,,,,,,,,,,,,13.8,0.078,-0.2,3.8,Darius-Garland
,,,,,,,,,,,,,,,,,,-0.1,-0.001,-4.5,-1.6,Jarrett-Culver
,,,,,,,,,,,,,,,,,,8.8,0.058,-2.1,-0.1,Coby-White
,,,,,,,,,,,,,,,,,,14,0.165,0,2,Jaxson-Hayes
,,,,,,,,,,,,,,,,,,7.2,0.061,-2.6,-0.9,Rui-Hachimura
,,,,,,,,,,,,,,,,,,2,0.022,-3.2,-1.3,Cam-Reddish
,,,,,,,,,,,,,,,,,,14.4,0.123,1.4,4.9,Cameron-Johnson
,,,,,,,,,,,,,,,,,,10.6,0.065,-1,2,P.J.-Washington
,,,,,,,,,,,,,,,,,,10.5,0.066,-0.2,3.5,Tyler-Herro
,,,,,,,,,,,,,,,,,,2,0.043,-3.4,-0.8,Romeo-Langford
,,,,,,,,,,,,,,,,,,4.1,0.059,-0.8,1,Chuma-Okeke
,,,,,,,,,,,,,,,,,,1.7,0.021,-2.3,-0.3,Nickeil-Alexander-Walker
,,,,,,,,,,,,,,,,,,11,0.096,0.7,3.8,Matisse-Thybulle
,,,,,,,,,,,,,,,,,,19.9,0.189,2.8,6.1,Brandon-Clarke
,,,,,,,,,,,,,,,,,,12.2,0.096,-1.6,0.6,Grant-Williams
,,,,,,,,,,,,,,,,,,3.9,0.069,-1.6,0.3,Ty-Jerome
,,,,,,,,,,,,,,,,,,4,0.059,-2.5,-0.4,Nassir-Little
,,,,,,,,,,,,,,,,,,1.3,0.064,-1.7,0.1,Dylan-Windler
,,,,,,,,,,,,,,,,,,0.4,0.055,-3.6,-0.2,Mfiondu-Kabengele
,,,,,,,,,,,,,,,,,,9.9,0.068,-1.6,0.7,Jordan-Poole
,,,,,,,,,,,,,,,,,,10.5,0.075,-1.2,1.4,Keldon-Johnson
,,,,,,,,,,,,,,,,,,4,0.032,-1.6,0.7,Kevin-Porter Jr.
,,,,,,,,,,,,,,,,,,15.1,0.18,1.9,3.9,Nic-Claxton
,,,,,,,,,,,,,,,,,,1,0.05,-4.7,-0.7,KZ-Okpala
,,,,,,,,,,,,,,,,,,0.3,0.019,-5.1,-0.5,Carsen-Edwards
,,,,,,,,,,,,,,,,,,2.1,0.067,-3.5,-0.6,Bruno-Fernando
,,,,,,,,,,,,,,,,,,6.1,0.078,-1.4,0.6,Cody-Martin
,,,,,,,,,,,,,,,,,,17.4,0.188,1.1,3.5,Daniel-Gafford
,,,,,,,,,,,,,,,,,,0.3,0.024,-3.1,-0.2,Justin-James
,,,,,,,,,,,,,,,,,,5,0.078,-2.2,-0.1,Eric-Paschall
,,,,,,,,,,,,,,,,,,1.2,0.046,-4.6,-0.8,Admiral-Schofield
,,,,,,,,,,,,,,,,,,4.8,0.074,-1.6,0.3,Jaylen-Nowell
,,,,,,,,,,,,,,,,,,2.5,0.065,-1.3,0.3,Bol-Bol
,,,,,,,,,,,,,,,,,,4,0.068,-2.3,-0.2,Isaiah-Roby
,,,,,,,,,,,,,,,,,,4.1,0.046,-2.1,-0.1,Talen-Horton-Tucker
,,,,,,,,,,,,,,,,,,0.4,0.024,-4.9,-0.6,Ignas-Brazdeikis
,,,,,,,,,,,,,,,,,,14.3,0.118,-0.4,2.3,Terance-Mann
,,,,,,,,,,,,,,,,,,0.2,0.03,-5.5,-0.2,Quinndary-Weatherspoon
,,,,,,,,,,,,,,,,,,0.6,0.108,0,0.1,Jarrell-Brantley
,,,,,,,,,,,,,,,,,,0.1,0.012,-3,-0.1,Tremont-Waters
,,,,,,,,,,,,,,,,,,6.1,0.073,-2.5,-0.5,Jalen-McDaniels
,,,,,,,,,,,,,,,,,,0,-0.008,-9,-0.1,Justin-Wright-Foreman
,,,,,,,,,,,,,,,,,,-0.1,-0.13,-13,-0.1,Marial-Shayok
,,,,,,,,,,,,,,,,,,0.1,0.006,-4.9,-0.3,Kyle-Guy
,,,,,,,,,,,,,,,,,,,,,,Jaylen-Hands
,,,,,,,,,,,,,,,,,,0.1,0.01,-5.9,-0.2,Jordan-Bone
,,,,,,,,,,,,,,,,,,1,0.07,-2.5,-0.1,Miye-Oni
,,,,,,,,,,,,,,,,,,0,0.043,-9.6,-0.1,Dewan-Hernandez
,,,,,,,,,,,,,,,,,,8.9,0.056,0.1,4.1,Anthony-Edwards
,,,,,,,,,,,,,,,,,,2.1,0.06,-4.2,-1,James-Wiseman
,,,,,,,,,,,,,,,,,,6.8,0.069,-1.8,0.3,Patrick-Williams
,,,,,,,,,,,,,,,,,,9.4,0.077,-2.6,-0.8,Isaac-Okoro
,,,,,,,,,,,,,,,,,,13.2,0.184,0.4,2.1,Onyeka-Okongwu
,,,,,,,,,,,,,,,,,,7.5,0.122,0.5,1.9,Obi-Toppin
,,,,,,,,,,,,,,,,,,5.1,0.104,-1.7,0.2,Jalen-Smith
,,,,,,,,,,,,,,,,,,6.1,0.07,-0.5,1.6,Devin-Vassell
,,,,,,,,,,,,,,,,,,18.2,0.138,3.7,9,Tyrese-Haliburton
,,,,,,,,,,,,,,,,,,1.3,0.043,-3.1,-0.4,Kira-Lewis Jr.
,,,,,,,,,,,,,,,,,,3.5,0.055,-3.3,-1,Aaron-Nesmith
,,,,,,,,,,,,,,,,,,5.3,0.052,-1,1.3,Cole-Anthony
,,,,,,,,,,,,,,,,,,9.4,0.097,-2.2,-0.3,Isaiah-Stewart
,,,,,,,,,,,,,,,,,,5.5,0.087,-2.1,-0.1,Josh-Green
,,,,,,,,,,,,,,,,,,11.1,0.079,-0.4,2.8,Saddiq-Bey
,,,,,,,,,,,,,,,,,,6,0.081,-2.8,-0.7,Precious-Achiuwa
